ids,violation_type,type,start_at,end_at,status,,,,,,,,,,
968218,BA,keyboard,2.12,2.13,Y,,,,,,,,,,
968218,BA,keyboard,3.53,3.54,Y,,,,,,,,,,
968218,BA,keyboard,6.37,6.38,Y,,,,,,,,,,
968218,BA,keyboard,9.22,9.23,Y,,,,,,,,,,
968218,BA,clutter,10.16,10.17,Y,,,,,,,,,,
968218,BA,keyboard,13.24,13.25,Y,,,,,,,,,,
948746,FSLA,,1.52,1.55,Y,,,,,,,,,,
948746,BA,keyboard,2.04,2.05,Y,,,,,,,,,,
948746,FSLA,,1.55,2.03,Y,,,,,,,,,,
948746,FSLA,,2.06,2.1,Y,,,,,,,,,,
948746,BA,keyboard,2.11,2.12,Y,,,,,,,,,,
948746,BA,keyboard,2.27,2.28,Y,,,,,,,,,,
948746,FSLA,,2.52,3.07,Y,,,,,,,,,,
948746,BA,keyboard,8.12,8.13,Y,,,,,,,,,,
948746,BA,clutter,8.29,8.3,Y,,,,,,,,,,
948746,BA,keyboard,16.25,16.26,Y,,,,,,,,,,
948746,FSLA,,20.03,20.07,Y,,,,,,,,,,
948746,LS,,20.08,20.1,Y,,,,,,,,,,
968882,BA,keyboard,0.34,0.39,Y,,,,,,,,,,
968882,BA,keyboard,0.54,0.57,Y,,,,,,,,,,
968882,BA,keyboard,9.14,9.15,Y,,,,,,,,,,
968882,BA,keyboard,14.12,14.13,Y,,,,,,,,,,
968882,BA,keyboard,28.45,28.47,Y,,,,,,,,,,
970692,FSLA,,4.05,4.15,Y,,,,,,,,,,
970692,FSLA,,4.17,4.25,Y,,,,,,,,,,
970692,FSLA,,22.2,22.29,Y,,,,,,,,,,
970692,FSLA,,22.37,22.55,Y,,,,,,,,,,
970692,FSLA,,23,23.09,Y,,,,,,,,,,
970692,FSLA,,36.42,36.53,Y,,,,,,,,,,
970692,FSLA,,63.22,63.26,Y,,,,,,,,,,
970692,FSLA,,6.28,6.33,Y,,,,,,,,,,
970692,left screen,,36.55,37.08,Y,,,,,,,,,,
970692,left screen,,90,90.2,Y,,,,,,,,,,
970692,left screen,,128,128.06,Y,,,,,,,,,,
970692,LS,,130.4,130.47,Y,,,,,,,,,,
970692,BA,clutter,4.27,4.3,Y,,,,,,,,,,
970692,BA,clutter,4.32,4.35,Y,,,,,,,,,,
970692,BA,clutter,22.55,22.58,Y,,,,,,,,,,
970692,BA,voice,128.08,128.12,Y,,,,,,,,,,
970692,BA,voice,128.16,128.19,Y,,,,,,,,,,
970692,BA,keyboard,90.02,90.08,Y,,,,,,,,,,
970692,BA,keyboard,6.38,6.4,Y,,,,,,,,,,
970692,BA,keyboard,16.1,16.18,Y,,,,,,,,,,
970692,BA,keyboard,16.25,16.3,Y,,,,,,,,,,
970692,BA,keyboard,27.44,27.57,Y,,,,,,,,,,
982504,BA,clutter,0.01,0.05,Y,,,,,,,,,,
982504,BA,keyboard,0.07,0.11,Y,,,,,,,,,,
982504,BA,keyboard,0.19,0.2,Y,,,,,,,,,,
982504,BA,clutter,0.41,0.42,Y,,,,,,,,,,
982504,BA,keyboard,1.33,1.34,Y,,,,,,,,,,
982504,BA,keyboard,19.15,19.16,Y,,,,,,,,,,
982504,BA,clutter,23.37,23.38,Y,,,,,,,,,,
982504,BA,keyboard,23.4,23.41,Y,,,,,,,,,,
970140,FSLA,,5.21,5.26,Y,,,,,,,,,,
970140,FSLA,,5.33,5.37,Y,,,,,,,,,,
970140,FSLA,,9.21,9.29,Y,,,,,,,,,,
970140,FSLA,,17.21,17.25,Y,,,,,,,,,,
970140,FSLA,,26.01,2.06,Y,,,,,,,,,,
970140,FSLA,,33.05,33.09,Y,,,,,,,,,,
970140,FSLA,,39.55,40.01,Y,,,,,,,,,,
970140,FSLA,,40.24,40.27,Y,,,,,,,,,,
970140,FSLA,,42.57,43.01,Y,,,,,,,,,,
970140,FSLA,,61.43,61.47,Y,,,,,,,,,,
970140,left screen,,66.14,66.27,Y,,,,,,,,,,
970140,LS,,69.58,70.08,Y,,,,,,,,,,
970140,BA,keyboard,5.21,5.26,Y,,,,,,,,,,
970140,BA,keyboard,26.01,26.06,Y,,,,,,,,,,
970140,BA,keyboard,33.05,33.07,Y,,,,,,,,,,
970140,BA,keyboard,39.55,40.01,Y,,,,,,,,,,
970140,BA,keyboard,40.24,40.27,Y,,,,,,,,,,
970140,BA,keyboard,42.57,43,Y,,,,,,,,,,
970140,BA,voice,0.03,0.05,Y,,,,,,,,,,
970140,BA,voice,0.08,0.1,Y,,,,,,,,,,
970140,BA,voice,0.24,0.26,Y,,,,,,,,,,
970140,BA,voice,0.3,0.32,Y,,,,,,,,,,
970140,BA,voice,1.18,1.2,Y,,,,,,,,,,
970140,BA,voice,1.35,1.38,Y,,,,,,,,,,
970302,LS,,0.23,1.05,Y,,,,,,,,,,
969548,BA,keyboard,0.08,0.09,Y,,,,,,,,,,
969548,BA,voice,17.37,17.41,Y,,,,,,,,,,
969548,LS,,18,18.24,Y,,,,,,,,,,
969548,UPD,,18.31,18.36,Y,,,,,,,,,,
969548,BA,clutter,18.5,18.53,Y,,,,,,,,,,
969548,BA,voice,19.35,19.45,Y,,,,,,,,,,
969548,BA,voice,19.47,19.49,Y,,,,,,,,,,
969548,BA,voice,20.51,20.53,Y,,,,,,,,,,
969548,BA,voice,21.09,21.13,Y,,,,,,,,,,
969548,BA,clutter,15.47,15.48,Y,,,,,,,,,,
969548,BA,keyboard,17.01,17.02,Y,,,,,,,,,,
969548,BA,voice,19.21,19.32,Y,,,,,,,,,,
202664,BA,clutter,0.02,0.03,Y,,,,,,,,,,
202664,SEM,,0.35,0.46,Y,,,,,,,,,,
202664,SEM,,0.48,0.53,Y,,,,,,,,,,
202664,BA,keyboard,0.53,0.54,Y,,,,,,,,,,
202664,BA,clutter,0.5,0.51,Y,,,,,,,,,,
202664,BA,keyboard,0.56,0.57,Y,,,,,,,,,,
202664,BA,keyboard,1.02,1.09,Y,,,,,,,,,,
202664,BA,keyboard,1.11,1.13,Y,,,,,,,,,,
202664,SEM,,1.08,1.11,Y,,,,,,,,,,
202664,FSLA,,1.57,2.03,Y,,,,,,,,,,
202664,FSLA,,2.13,2.19,Y,,,,,,,,,,
202664,BA,pageflip,2.18,2.19,Y,,,,,,,,,,
202664,FSLA,,2.45,3.09,Y,,,,,,,,,,
202664,UPD,,2.45,3,Y,,,,,,,,,,
202664,BA,pageflip,2.23,2.25,Y,,,,,,,,,,
202664,SEM,,1.12,1.18,Y,,,,,,,,,,
202664,SEM,,0.58,6.02,Y,,,,,,,,,,
973164,BA,keyboard,0.01,0.02,Y,,,,,,,,,,
973164,BA,keyboard,0.04,0.06,Y,,,,,,,,,,
973164,BA,keyboard,0.18,0.19,Y,,,,,,,,,,
973164,BA,clutter,1.05,10.6,Y,,,,,,,,,,
969874,BM,,2.13,2.51,Y,,,,,,,,,,
969874,BA,voice,2.14,2.17,Y,,,,,,,,,,
969874,BA,voice,2.32,2.46,Y,,,,,,,,,,
969874,BA,voice,2.47,2.52,Y,,,,,,,,,,
969874,BA,voice,2.58,3.03,Y,,,,,,,,,,
969874,BA,voice,3.06,3.07,Y,,,,,,,,,,
969874,BA,keyboard,36.57,37.03,Y,,,,,,,,,,
969874,BA,keyboard,37.05,37.09,Y,,,,,,,,,,
969478,BA,keyboard,0.03,0.04,Y,,,,,,,,,,
969478,BA,keyboard,6.03,6.04,Y,,,,,,,,,,
969478,BA,keyboard,17.07,17.1,Y,,,,,,,,,,
969478,BA,keyboard,0.26,0.28,Y,,,,,,,,,,
968812,BA,keyboard,0.07,0.15,Y,,,,,,,,,,
968812,BA,keyboard,0.3,0.33,Y,,,,,,,,,,
968812,BA,keyboard,8.59,9.02,Y,,,,,,,,,,
968812,BA,keyboard,11.54,11.58,Y,,,,,,,,,,
968812,BA,keyboard,12.03,12.06,Y,,,,,,,,,,
969098,BA,clutter,1.56,2,Y,,,,,,,,,,
969098,FSLA,,2.03,2.06,Y,,,,,,,,,,
969098,FSLA,,2.12,2.17,Y,,,,,,,,,,
969098,BA,pageflip,2.22,2.23,Y,,,,,,,,,,
969098,FSLA,,2.21,2.24,Y,,,,,,,,,,
969098,FSLA,,4.13,4.26,Y,,,,,,,,,,
969098,BA,pageflip,4.18,4.21,Y,,,,,,,,,,
969098,FSLA,,4.39,5.09,Y,,,,,,,,,,
969098,FSLA,,6.45,6.57,Y,,,,,,,,,,
969098,BA,pageflip,6.53,6.56,Y,,,,,,,,,,
969098,FSLA,,7.23,7.4,Y,,,,,,,,,,
969098,BA,pageflip,7.23,7.29,Y,,,,,,,,,,
969098,BA,pageflip,7.43,7.49,Y,,,,,,,,,,
969098,BA,pageflip,7.52,7.57,Y,,,,,,,,,,
969098,FSLA,,85.38,85.41,Y,,,,,,,,,,
969098,BA,pageflip,85.37,85.43,Y,,,,,,,,,,
969098,FSLA,,85.42,86.05,Y,,,,,,,,,,
969098,BA,keyboard,110.05,110.13,Y,,,,,,,,,,
969098,BA,keyboard,110.17,110.19,Y,,,,,,,,,,
969098,BA,keyboard,110.28,110.29,Y,,,,,,,,,,
969098,BA,keyboard,110.31,110.37,Y,,,,,,,,,,
969098,BA,keyboard,110.38,110.41,Y,,,,,,,,,,
964844,BA,clutter,0,0.05,Y,,,,,,,,,,
964844,BA,clutter,16.36,16.37,Y,,,,,,,,,,
964844,FSLA,,16.36,16.5,Y,,,,,,,,,,
971340,SEM,,2.45,3,Y,,,,,,,,,,
971340,BA,keyboard,2.45,2.46,Y,,,,,,,,,,
971340,FSLA,,3.05,3.15,Y,,,,,,,,,,
971340,FSLA,,3.22,3.5,Y,,,,,,,,,,
971340,BA,keyboard,3.41,3.42,Y,,,,,,,,,,
971340,FSLA,,7.32,7.41,Y,,,,,,,,,,
971340,FSLA,,22.44,22.49,Y,,,,,,,,,,
971340,FSLA,,22.49,22.56,Y,,,,,,,,,,
971340,BA,keyboard,27.28,27.3,Y,,,,,,,,,,
971340,BA,keyboard,27.33,27.39,Y,,,,,,,,,,
971340,BA,keyboard,29.4,29.47,Y,,,,,,,,,,
971340,FSLA,,32.55,32.59,Y,,,,,,,,,,
971340,FSLA,,97.26,98.02,Y,,,,,,,,,,
971340,FSLA,,105.06,105.1,Y,,,,,,,,,,
971340,BA,pageflip,130.08,130.11,Y,,,,,,,,,,
971340,BA,pageflip,130.15,130.17,Y,,,,,,,,,,
971340,FSLA,,129.59,130.16,Y,,,,,,,,,,
971340,BA,pageflip,130.01,130.02,Y,,,,,,,,,,
971340,left screen,,130.24,130.38,Y,,,,,,,,,,
971340,left screen,,131.43,131.58,Y,,,,,,,,,,
971340,BA,pageflip,131.51,131.52,Y,,,,,,,,,,
971340,left screen,,132.31,132.48,Y,,,,,,,,,,
965122,LS,,0.23,0.43,Y,,,,,,,,,,
965122,LS,,0.51,0.57,Y,,,,,,,,,,
965122,LS,,1,1.05,Y,,,,,,,,,,
965122,LS,,7.15,8.15,Y,,,,,,,,,,
965122,LS,,8.15,9.2,Y,,,,,,,,,,
965122,LS,,9.3,10.2,Y,,,,,,,,,,
965122,LS,,10.3,12.15,Y,,,,,,,,,,
965122,LS,,12.41,16.2,Y,,,,,,,,,,
965122,left screen,,1.23,1.29,Y,,,,,,,,,,
965122,left screen,,1.37,1.43,Y,,,,,,,,,,
965122,left screen,,3.39,3.54,Y,,,,,,,,,,
965122,left screen,,4.17,4.29,Y,,,,,,,,,,
965122,left screen,,5.38,7.14,Y,,,,,,,,,,
965122,BA,keyboard,2.4,2.41,Y,,,,,,,,,,
965122,BA,keyboard,2.43,2.44,Y,,,,,,,,,,
965122,BA,keyboard,2.47,2.57,Y,,,,,,,,,,
965122,BA,keyboard,52.01,52.05,Y,,,,,,,,,,
965122,BA,keyboard,52.31,52.33,Y,,,,,,,,,,
965122,BA,pageflip,3.31,3.39,Y,,,,,,,,,,
965122,BA,pageflip,55.56,55.58,Y,,,,,,,,,,
965122,BA,clutter,5.11,5.16,Y,,,,,,,,,,
965122,BA,clutter,9.15,9.17,Y,,,,,,,,,,
965122,VNC,,5.16,5.18,Y,,,,,,,,,,
965122,VNC,,4.48,4.53,Y,,,,,,,,,,
965122,BA,voice,3.23,3.25,Y,,,,,,,,,,
965122,BA,voice,4.3,4.32,Y,,,,,,,,,,
965122,BA,voice,17.33,17.35,Y,,,,,,,,,,
965122,BA,voice,21.55,21.57,Y,,,,,,,,,,
965122,BA,voice,22.04,22.05,Y,,,,,,,,,,
964644,BA,clutter,0,0.01,Y,,,,,,,,,,
964644,LS,,16.53,17.14,Y,,,,,,,,,,
964644,LS,,20.4,20.53,Y,,,,,,,,,,
964644,left screen,,20.53,20.58,Y,,,,,,,,,,
964644,LS,,20.58,22.3,Y,,,,,,,,,,
964644,left screen,,22.3,22.41,Y,,,,,,,,,,
964644,LS,,24.26,25.09,Y,,,,,,,,,,
964644,left screen,,24.17,24.26,Y,,,,,,,,,,
964644,left screen,,25.1,25.19,Y,,,,,,,,,,
964644,LS,,27.55,31.21,Y,,,,,,,,,,
964644,LS,,32.33,34.45,Y,,,,,,,,,,
964644,BM,,34.45,34.48,Y,,,,,,,,,,
964644,left screen,,34.54,35.22,Y,,,,,,,,,,
964644,BA,voice,34.59,35,Y,,,,,,,,,,
964644,BA,voice,35.06,35.07,Y,,,,,,,,,,
964644,BM,,34.54,35.59,Y,,,,,,,,,,
964644,MP,,34.54,35.59,Y,,,,,,,,,,
964644,BA,voice,35.35,35.38,Y,,,,,,,,,,
964644,UPD,,35.37,35.38,Y,,,,,,,,,,
964644,BA,clutter,36,36.01,Y,,,,,,,,,,
964644,BA,voice,35.58,35.59,Y,,,,,,,,,,
964644,left screen,,36.06,36.32,Y,,,,,,,,,,
964644,LS,,36.32,36.58,Y,,,,,,,,,,
964644,left screen,,36.58,37.11,Y,,,,,,,,,,
964644,FSLA,,37.15,38.15,Y,,,,,,,,,,
964644,UPD,,38.18,38.23,Y,,,,,,,,,,
964644,BA,voice,38.37,38.48,Y,,,,,,,,,,
964644,BA,voice,38.55,39.06,Y,,,,,,,,,,
964644,FSLA,,51.29,51.32,Y,,,,,,,,,,
964644,FSLA,,51.32,51.53,Y,,,,,,,,,,
964644,UPD,,51.54,51.59,Y,,,,,,,,,,
964644,BM,,60.33,64.43,Y,,,,,,,,,,
964644,MP,,60.33,64.43,Y,,,,,,,,,,
964394,BA,keyboard,4.07,4.18,Y,,,,,,,,,,
964394,BA,keyboard,0.32,0.49,Y,,,,,,,,,,
964394,BA,keyboard,0.55,1.01,Y,,,,,,,,,,
964394,BA,keyboard,1.19,1.27,Y,,,,,,,,,,
964394,BA,keyboard,1.38,1.5,Y,,,,,,,,,,
964394,FSLA,,2.57,3.12,Y,,,,,,,,,,
964394,BA,pageflip,6.41,6.48,Y,,,,,,,,,,
964394,BA,pageflip,3.11,3.12,Y,,,,,,,,,,
964394,FSLA,,6.41,6.48,Y,,,,,,,,,,
964394,FSLA,,10,10.23,Y,,,,,,,,,,
964394,BA,pageflip,10.23,10.25,Y,,,,,,,,,,
964394,FSLA,,10.37,10.49,Y,,,,,,,,,,
964394,BA,pageflip,10.4,10.43,Y,,,,,,,,,,
964394,BA,pageflip,11.58,11.59,Y,,,,,,,,,,
964394,FSLA,,11.58,12.16,Y,,,,,,,,,,
964394,FSLA,,29.45,30.23,Y,,,,,,,,,,
964394,FSLA,,31.22,31.35,Y,,,,,,,,,,
964394,FSLA,,40.44,41.32,Y,,,,,,,,,,
964394,BA,pageflip,49.22,49.23,Y,,,,,,,,,,
964394,FSLA,,49.21,49.43,Y,,,,,,,,,,
964394,BA,pageflip,49.23,49.24,Y,,,,,,,,,,
964394,FSLA,,59.04,59.12,Y,,,,,,,,,,
964000,BA,pageflip,0.17,0.19,Y,,,,,,,,,,
964000,BA,clutter,0.15,0.16,Y,,,,,,,,,,
964000,BA,pageflip,0.2,0.24,Y,,,,,,,,,,
964000,BA,clutter,0.28,0.29,Y,,,,,,,,,,
964000,UPD,,0.3,0.31,Y,,,,,,,,,,
964000,BA,keyboard,1.01,1.02,Y,,,,,,,,,,
964000,FSLA,,2.14,2.18,Y,,,,,,,,,,
964000,BA,keyboard,3.26,3.27,Y,,,,,,,,,,
964000,BA,keyboard,3.29,3.31,Y,,,,,,,,,,
964000,BA,keyboard,5.26,5.27,Y,,,,,,,,,,
964000,BA,voice,5.34,5.37,Y,,,,,,,,,,
964000,BA,voice,5.43,5.46,Y,,,,,,,,,,
964000,BA,voice,5.5,5.51,Y,,,,,,,,,,
964000,FSLA,,5.57,6,Y,,,,,,,,,,
964000,BA,clutter,5.57,5.59,Y,,,,,,,,,,
964000,FSLA,,8.39,8.43,Y,,,,,,,,,,
964000,FSLA,,9.47,9.5,Y,,,,,,,,,,
964000,BA,keyboard,10.04,10.05,Y,,,,,,,,,,
964000,BA,keyboard,10.12,10.13,Y,,,,,,,,,,
964000,FSLA,,20.19,20.35,Y,,,,,,,,,,
964000,left screen,,20.28,20.34,Y,,,,,,,,,,
964000,FSLA,,21,21.2,Y,,,,,,,,,,
964000,BA,voice,20.59,21,Y,,,,,,,,,,
964000,BA,keyboard,21.15,21.18,Y,,,,,,,,,,
964000,BA,clutter,21.26,21.27,Y,,,,,,,,,,
964000,FSLA,,21.51,22.07,Y,,,,,,,,,,
964000,BA,clutter,21.52,21.55,Y,,,,,,,,,,
964000,FSLA,,25.18,25.23,Y,,,,,,,,,,
964000,FSLA,,25.37,25.42,Y,,,,,,,,,,
969486,BA,keyboard,53.36,53.38,Y,,,,,,,,,,
969486,SEM,,53.41,53.41,Y,,,,,,,,,,
969486,BA,keyboard,53.46,53.48,Y,,,,,,,,,,
969486,BA,keyboard,53.5,53.54,Y,,,,,,,,,,
971178,SEM,,0.15,0.22,Y,,,,,,,,,,
971178,BA,keyboard,1.09,1.11,Y,,,,,,,,,,
971178,BA,keyboard,10.56,10.59,Y,,,,,,,,,,
971178,BA,keyboard,13.17,13.18,Y,,,,,,,,,,
971178,BA,clutter,13.19,13.24,Y,,,,,,,,,,
971178,BA,keyboard,19.52,19.53,Y,,,,,,,,,,
971178,BA,keyboard,25.09,25.1,Y,,,,,,,,,,
747390,BA,pageflip,3.02,3.08,Y,,,,,,,,,,
747390,left screen,,3.04,3.11,Y,,,,,,,,,,
747390,BA,pageflip,4.16,4.17,Y,,,,,,,,,,
747390,FSLA,,50.12,50.18,Y,,,,,,,,,,
747390,FSLA,,50.24,50.28,Y,,,,,,,,,,
747390,FSLA,,50.39,50.47,Y,,,,,,,,,,
747390,FSLA,,54.02,54.06,Y,,,,,,,,,,
747390,FSLA,,54.07,54.21,Y,,,,,,,,,,
747390,BA,pageflip,54.22,54.23,Y,,,,,,,,,,
747390,FSLA,,54.39,56.08,Y,,,,,,,,,,
747390,FSLA,,58.01,59.14,Y,,,,,,,,,,
747390,FSLA,,70.24,70.3,Y,,,,,,,,,,
747390,FSLA,,70.59,71.12,Y,,,,,,,,,,
747390,FSLA,,71.57,72.02,Y,,,,,,,,,,
747390,FSLA,,72.03,72.08,Y,,,,,,,,,,
1302699,LS,,68.04,68.15,Y,,,,,,,,,,
1302699,BA,voice,0.04,0.16,Y,,,,,,,,,,
1302699,BA,voice,0.31,0.35,Y,,,,,,,,,,
1302699,BA,voice,1.58,2.05,Y,,,,,,,,,,
1302699,BA,voice,2.59,3.13,Y,,,,,,,,,,
1302699,BA,voice,5.19,5.3,Y,,,,,,,,,,
1302699,BA,keyboard,67.35,67.38,Y,,,,,,,,,,
1302699,BA,keyboard,68.04,68.1,Y,,,,,,,,,,
747332,BA,keyboard,0.1,0.11,Y,,,,,,,,,,
747332,BA,keyboard,0.12,0.13,Y,,,,,,,,,,
747332,BA,keyboard,0.24,0.26,Y,,,,,,,,,,
747332,MP,,5.24,6.2,Y,,,,,,,,,,
747332,BA,voice,5.25,5.32,Y,,,,,,,,,,
747332,BA,keyboard,5.42,5.43,Y,,,,,,,,,,
747332,BA,keyboard,5.53,5.54,Y,,,,,,,,,,
747332,BA,voice,6.21,6.22,Y,,,,,,,,,,
747332,BA,voice,6.24,6.25,Y,,,,,,,,,,
747332,BA,voice,9.57,9.58,Y,,,,,,,,,,
747332,BA,voice,10.2,10.21,Y,,,,,,,,,,
747332,BA,keyboard,15.39,15.42,Y,,,,,,,,,,
747332,BA,,16.48,17.07,Y,,,,,,,,,,
747332,FSLA,,44.58,45.01,Y,,,,,,,,,,
747332,FSLA,,45.03,45.05,Y,,,,,,,,,,
747332,FSLA,,61.49,62.52,Y,,,,,,,,,,
1165404,BA,keyboard,0.05,0.08,Y,,,,,,,,,,
1165404,BA,pageflip,0.46,0.47,Y,,,,,,,,,,
1165404,SEM,,0.48,0.54,Y,,,,,,,,,,
1165404,BA,clutter,1,1.01,Y,,,,,,,,,,
1165404,SEM,,1.02,1.05,Y,,,,,,,,,,
1165404,FSLA,,2.04,2.13,Y,,,,,,,,,,
1165404,FSLA,,2.15,3,Y,,,,,,,,,,
1165404,BA,pageflip,3.02,3.03,Y,,,,,,,,,,
1165404,BA,voice,3.17,3.18,Y,,,,,,,,,,
1165404,FSLA,,3.24,3.32,Y,,,,,,,,,,
1165404,FSLA,,3.37,5.26,Y,,,,,,,,,,
1165404,BA,pageflip,3.48,3.49,Y,,,,,,,,,,
1165404,BA,voice,4.15,4.19,Y,,,,,,,,,,
1165404,BM,,4.33,4.34,Y,,,,,,,,,,
1165404,BA,voice,19.09,19.2,Y,,,,,,,,,,
1165404,BA,pageflip,19.23,19.25,Y,,,,,,,,,,
1165404,BA,voice,37.18,37.21,Y,,,,,,,,,,
1165404,BA,voice,37.22,37.27,Y,,,,,,,,,,
1165404,FSLA,,1.52,2,Y,,,,,,,,,,
931382,FSLA,,16.29,17.19,Y,,,,,,,,,,
931382,FSLA,,17.4,18.15,Y,,,,,,,,,,
931382,FSLA,,24.59,25.05,Y,,,,,,,,,,
931382,FSLA,,50.25,51.07,Y,,,,,,,,,,
931382,FSLA,,5.37,5.43,Y,,,,,,,,,,
931382,BA,pageflip,24.12,24.14,Y,,,,,,,,,,
931382,BA,clutter,24.15,24.18,Y,,,,,,,,,,
931382,BA,clutter,60.06,60.07,Y,,,,,,,,,,
931382,FSLA,,69.14,69.27,Y,,,,,,,,,,
931382,BA,keyboard,90.46,90.51,Y,,,,,,,,,,
931382,BA,keyboard,4.28,4.31,Y,,,,,,,,,,
931382,BA,keyboard,4.45,4.46,Y,,,,,,,,,,
931382,BA,keyboard,18.39,18.46,Y,,,,,,,,,,
931382,BA,keyboard,29.05,29.07,Y,,,,,,,,,,
931382,BA,keyboard,29.11,29.15,Y,,,,,,,,,,
970926,FSLA,,9.01,9.1,Y,,,,,,,,,,
970926,FSLA,,2.18,2.23,Y,,,,,,,,,,
970926,FSLA,,8.29,8.31,Y,,,,,,,,,,
970926,FSLA,,8.46,8.51,Y,,,,,,,,,,
970926,FSLA,,8.58,9.02,Y,,,,,,,,,,
970926,FSLA,,35,35.02,Y,,,,,,,,,,
970926,FSLA,,35.03,35.05,Y,,,,,,,,,,
970926,FSLA,,38.2,38.24,Y,,,,,,,,,,
970926,FSLA,,38.3,38.4,Y,,,,,,,,,,
970926,LS,,44.55,46.28,Y,,,,,,,,,,
970926,LS,,142.17,143.17,Y,,,,,,,,,,
970926,LS,,145.54,145.08,Y,,,,,,,,,,
970926,UPD,,2.1,2.12,Y,,,,,,,,,,
970926,BA,voice,2.48,2.53,Y,,,,,,,,,,
970926,BA,voice,5.01,5.03,Y,,,,,,,,,,
970926,BA,voice,5.12,5.14,Y,,,,,,,,,,
970926,BA,voice,5.29,5.32,Y,,,,,,,,,,
970926,BA,voice,8.27,8.29,Y,,,,,,,,,,
970926,BA,keyboard,0.59,1.02,Y,,,,,,,,,,
970926,BA,keyboard,38.2,38.24,Y,,,,,,,,,,
970926,BA,keyboard,59.2,59.3,Y,,,,,,,,,,
970926,BA,keyboard,70.19,70.21,Y,,,,,,,,,,
968962,BA,keyboard,11.09,11.12,Y,,,,,,,,,,
968962,BA,keyboard,11.2,11.23,Y,,,,,,,,,,
968962,BA,keyboard,11.41,11.43,Y,,,,,,,,,,
968962,BA,keyboard,12.02,12.05,Y,,,,,,,,,,
968962,BA,keyboard,20.13,20.19,Y,,,,,,,,,,
968962,RTD,keyboard,50.19,50.2,Y,,,,,,,,,,
968962,UPD,keyboard,50.2,51.04,Y,,,,,,,,,,
968962,BA,voice,50.2,51.04,Y,,,,,,,,,,
968962,BA,voice,51.13,51.14,Y,,,,,,,,,,
968962,LS,,51.58,51.03,Y,,,,,,,,,,
968962,left screen,,52.06,52.08,Y,,,,,,,,,,
921972,BA,voice,1.25,1.45,y,,,,,,,,,,
921972,BA,keyboard,0.19,0.25,y,,,,,,,,,,
921972,LS,,0,2.3,y,,,,,,,,,,
967906,BA,keyboard,0.55,1.02,Y,,,,,,,,,,
967906,BA,keyboard,1.11,1.16,Y,,,,,,,,,,
967906,BA,keyboard,1.2,1.28,Y,,,,,,,,,,
1291749,LS,,9.28,9.3,Y,,,,,,,,,,
1291749,left screen,,7.14,7.16,Y,,,,,,,,,,
1291749,left screen,,7.23,7.31,Y,,,,,,,,,,
1291749,left screen,,7.47,7.5,Y,,,,,,,,,,
1291749,FSLA,,2.33,2.36,Y,,,,,,,,,,
1291749,FSLA,,3.49,3.52,Y,,,,,,,,,,
1291749,UPD,,11.57,12.36,Y,,,,,,,,,,
1291749,UPD,,12.55,13.17,Y,,,,,,,,,,
1291749,BA,voice,5.37,5.43,Y,,,,,,,,,,
1291749,BA,voice,9.26,9.28,Y,,,,,,,,,,
1291749,BA,voice,1.43,1.46,Y,,,,,,,,,,
1291749,BA,voice,7.13,7.19,Y,,,,,,,,,,
1291749,BA,voice,7.47,7.52,Y,,,,,,,,,,
1291749,SEM,,12.38,12.54,Y,,,,,,,,,,
1291749,BA,keyboard,1.41,1.48,Y,,,,,,,,,,
1291749,BA,keyboard,8.48,8.5,Y,,,,,,,,,,
1291749,BA,music,0.31,0.34,Y,,,,,,,,,,
1291749,BA,music,0.46,1.14,Y,,,,,,,,,,
969354,BA,keyboard,0.19,0.21,Y,,,,,,,,,,
969354,BA,keyboard,0.23,0.24,Y,,,,,,,,,,
969354,BA,keyboard,2.08,2.11,Y,,,,,,,,,,
969354,BA,keyboard,3.14,3.16,Y,,,,,,,,,,
969354,BA,keyboard,3.2,3.23,Y,,,,,,,,,,
948674,BA,keyboard,0.12,0.13,Y,,,,,,,,,,
948674,BA,keyboard,0.28,0.29,Y,,,,,,,,,,
948674,BA,keyboard,0.38,0.39,Y,,,,,,,,,,
948674,BA,voice,0.5,0.51,Y,,,,,,,,,,
948674,FSLA,,44.46,45.11,Y,,,,,,,,,,
948674,FSLA,,47.32,48.35,Y,,,,,,,,,,
948674,BA,keyboard,48.53,48.54,Y,,,,,,,,,,
948674,FSLA,,38.51,38.56,Y,,,,,,,,,,
965432,FSLA,,19.28,19.31,Y,,,,,,,,,,
965432,FSLA,,34.44,34.48,Y,,,,,,,,,,
965432,SEM,,36.15,36.18,Y,,,,,,,,,,
965432,SEM,,36.33,36.37,Y,,,,,,,,,,
965432,SEM,,38.28,38.31,y,,,,,,,,,,
965432,BA,keyboard,31.13,31.58,Y,,,,,,,,,,
965432,BA,keyboard,0.39,0.41,Y,,,,,,,,,,
965432,BA,keyboard,2.09,2.1,Y,,,,,,,,,,
965432,BA,keyboard,32.05,32.23,Y,,,,,,,,,,
965432,BA,keyboard,32.36,32.48,Y,,,,,,,,,,
965432,BA,keyboard,32.56,36.03,Y,,,,,,,,,,
965432,BA,keyboard,33.27,33.5,Y,,,,,,,,,,
965432,BA,keyboard,34.09,34.17,Y,,,,,,,,,,
965432,BA,clutter,1.01,1.08,Y,,,,,,,,,,
965432,BA,keyboard,34.07,34.22,Y,,,,,,,,,,
